"id","name","care_focus","median_wage","geo"
"social-workers-state50","Social Workers","health","50000","state50"
"social-workers-state25","Social Workers","health","53000","state25"
"social-workers-state44","Social Workers","health","50000","state44"
"social-workers-state09","Social Workers","health","55000","state09"
"social-workers-state36","Social Workers","health","60000","state36"
"social-workers-state34","Social Workers","health","60000","state34"
"social-workers-state42","Social Workers","health","50000","state42"
"social-workers-state39","Social Workers","health","43000","state39"
"social-workers-state18","Social Workers","health","47500","state18"
"social-workers-state17","Social Workers","health","60848","state17"
"social-workers-state26","Social Workers","health","47000","state26"
"social-workers-state55","Social Workers","health","50000","state55"
"social-workers-state27","Social Workers","health","52450","state27"
"social-workers-state19","Social Workers","health","50000","state19"
"social-workers-state29","Social Workers","health","38400","state29"
"social-workers-state38","Social Workers","health","48000","state38"
"social-workers-state46","Social Workers","health","45000","state46"
"social-workers-state31","Social Workers","health","52000","state31"
"social-workers-state20","Social Workers","health","46000","state20"
"social-workers-state10","Social Workers","health","54100","state10"
"social-workers-state24","Social Workers","health","68000","state24"
"social-workers-state11","Social Workers","health","82000","state11"
"social-workers-state51","Social Workers","health","61200","state51"
"social-workers-state54","Social Workers","health","40352","state54"
"social-workers-state37","Social Workers","health","55000","state37"
"social-workers-state45","Social Workers","health","50000","state45"
"social-workers-state13","Social Workers","health","47002","state13"
"social-workers-state12","Social Workers","health","50000","state12"
"social-workers-state21","Social Workers","health","46000","state21"
"social-workers-state47","Social Workers","health","42000","state47"
"social-workers-state01","Social Workers","health","50000","state01"
"social-workers-state28","Social Workers","health","40000","state28"
"social-workers-state05","Social Workers","health","40000","state05"
"social-workers-state22","Social Workers","health","55000","state22"
"social-workers-state40","Social Workers","health","46000","state40"
"social-workers-state48","Social Workers","health","50000","state48"
"social-workers-state30","Social Workers","health","40400","state30"
"social-workers-state16","Social Workers","health","45000","state16"
"social-workers-state56","Social Workers","health","40000","state56"
"social-workers-state08","Social Workers","health","64000","state08"
"social-workers-state35","Social Workers","health","45000","state35"
"social-workers-state04","Social Workers","health","56000","state04"
"social-workers-state49","Social Workers","health","43000","state49"
"social-workers-state32","Social Workers","health","55000","state32"
"social-workers-state53","Social Workers","health","57000","state53"
"social-workers-state41","Social Workers","health","54600","state41"
"social-workers-state06","Social Workers","health","60000","state06"
"social-workers-state02","Social Workers","health","55000","state02"
"social-workers-state15","Social Workers","health","55000","state15"
"teacher-assistants-state23","Teacher Assistants","developmental","26000","state23"
"teacher-assistants-state33","Teacher Assistants","developmental","22000","state33"
"teacher-assistants-state50","Teacher Assistants","developmental","22000","state50"
"teacher-assistants-state25","Teacher Assistants","developmental","29000","state25"
"teacher-assistants-state44","Teacher Assistants","developmental","26000","state44"
"teacher-assistants-state09","Teacher Assistants","developmental","28000","state09"
"teacher-assistants-state36","Teacher Assistants","developmental","25002","state36"
"teacher-assistants-state34","Teacher Assistants","developmental","22000","state34"
"teacher-assistants-state42","Teacher Assistants","developmental","25000","state42"
"teacher-assistants-state39","Teacher Assistants","developmental","23705","state39"
"teacher-assistants-state18","Teacher Assistants","developmental","20000","state18"
"teacher-assistants-state17","Teacher Assistants","developmental","22000","state17"
"teacher-assistants-state26","Teacher Assistants","developmental","22002","state26"
"teacher-assistants-state55","Teacher Assistants","developmental","21522","state55"
"teacher-assistants-state27","Teacher Assistants","developmental","25000","state27"
"teacher-assistants-state19","Teacher Assistants","developmental","21581","state19"
"teacher-assistants-state29","Teacher Assistants","developmental","24000","state29"
"teacher-assistants-state38","Teacher Assistants","developmental","28000","state38"
"teacher-assistants-state46","Teacher Assistants","developmental","19000","state46"
"teacher-assistants-state31","Teacher Assistants","developmental","20000","state31"
"teacher-assistants-state20","Teacher Assistants","developmental","21000","state20"
"teacher-assistants-state10","Teacher Assistants","developmental","23000","state10"
"teacher-assistants-state24","Teacher Assistants","developmental","28000","state24"
"teacher-assistants-state11","Teacher Assistants","developmental","30000","state11"
"teacher-assistants-state51","Teacher Assistants","developmental","25000","state51"
"teacher-assistants-state54","Teacher Assistants","developmental","22000","state54"
"teacher-assistants-state37","Teacher Assistants","developmental","23000","state37"
"teacher-assistants-state45","Teacher Assistants","developmental","21000","state45"
"teacher-assistants-state13","Teacher Assistants","developmental","24000","state13"
"teacher-assistants-state12","Teacher Assistants","developmental","22100","state12"
"teacher-assistants-state21","Teacher Assistants","developmental","20000","state21"
"teacher-assistants-state47","Teacher Assistants","developmental","23000","state47"
"teacher-assistants-state01","Teacher Assistants","developmental","26000","state01"
"teacher-assistants-state28","Teacher Assistants","developmental","19000","state28"
"teacher-assistants-state05","Teacher Assistants","developmental","20000","state05"
"teacher-assistants-state22","Teacher Assistants","developmental","25000","state22"
"teacher-assistants-state40","Teacher Assistants","developmental","20191","state40"
"teacher-assistants-state48","Teacher Assistants","developmental","24000","state48"
"teacher-assistants-state30","Teacher Assistants","developmental","22500","state30"
"teacher-assistants-state16","Teacher Assistants","developmental","20000","state16"
"teacher-assistants-state56","Teacher Assistants","developmental","20500","state56"
"teacher-assistants-state08","Teacher Assistants","developmental","24500","state08"
"teacher-assistants-state35","Teacher Assistants","developmental","20500","state35"
"teacher-assistants-state04","Teacher Assistants","developmental","20000","state04"
"teacher-assistants-state49","Teacher Assistants","developmental","20500","state49"
"teacher-assistants-state32","Teacher Assistants","developmental","25000","state32"
"teacher-assistants-state53","Teacher Assistants","developmental","23000","state53"
"teacher-assistants-state41","Teacher Assistants","developmental","23000","state41"
"teacher-assistants-state06","Teacher Assistants","developmental","27000","state06"
"teacher-assistants-state02","Teacher Assistants","developmental","35000","state02"
"teacher-assistants-state15","Teacher Assistants","developmental","30000","state15"
"waiters-and-waitresses-state23","Waiters and Waitresses","daily_living","17000","state23"
"waiters-and-waitresses-state33","Waiters and Waitresses","daily_living","25000","state33"
"waiters-and-waitresses-state50","Waiters and Waitresses","daily_living","18200","state50"
"waiters-and-waitresses-state25","Waiters and Waitresses","daily_living","24000","state25"
"waiters-and-waitresses-state44","Waiters and Waitresses","daily_living","26000","state44"
"waiters-and-waitresses-state09","Waiters and Waitresses","daily_living","19000","state09"
"waiters-and-waitresses-state36","Waiters and Waitresses","daily_living","24700","state36"
"waiters-and-waitresses-state34","Waiters and Waitresses","daily_living","23000","state34"
"waiters-and-waitresses-state42","Waiters and Waitresses","daily_living","15000","state42"
"waiters-and-waitresses-state39","Waiters and Waitresses","daily_living","15000","state39"
"waiters-and-waitresses-state18","Waiters and Waitresses","daily_living","19000","state18"
"waiters-and-waitresses-state17","Waiters and Waitresses","daily_living","18000","state17"
"waiters-and-waitresses-state26","Waiters and Waitresses","daily_living","17256","state26"
"waiters-and-waitresses-state55","Waiters and Waitresses","daily_living","19002","state55"
"waiters-and-waitresses-state27","Waiters and Waitresses","daily_living","17000","state27"
"waiters-and-waitresses-state19","Waiters and Waitresses","daily_living","22000","state19"
"waiters-and-waitresses-state29","Waiters and Waitresses","daily_living","18000","state29"
"waiters-and-waitresses-state38","Waiters and Waitresses","daily_living","17281","state38"
"waiters-and-waitresses-state46","Waiters and Waitresses","daily_living","20000","state46"
"waiters-and-waitresses-state31","Waiters and Waitresses","daily_living","16000","state31"
"waiters-and-waitresses-state20","Waiters and Waitresses","daily_living","12700","state20"
"waiters-and-waitresses-state10","Waiters and Waitresses","daily_living","20000","state10"
"waiters-and-waitresses-state24","Waiters and Waitresses","daily_living","22000","state24"
"waiters-and-waitresses-state11","Waiters and Waitresses","daily_living","25000","state11"
"waiters-and-waitresses-state51","Waiters and Waitresses","daily_living","20000","state51"
"waiters-and-waitresses-state54","Waiters and Waitresses","daily_living","19000","state54"
"waiters-and-waitresses-state37","Waiters and Waitresses","daily_living","18000","state37"
"waiters-and-waitresses-state45","Waiters and Waitresses","daily_living","14533","state45"
"waiters-and-waitresses-state13","Waiters and Waitresses","daily_living","18000","state13"
"waiters-and-waitresses-state12","Waiters and Waitresses","daily_living","22000","state12"
"waiters-and-waitresses-state21","Waiters and Waitresses","daily_living","22600","state21"
"waiters-and-waitresses-state47","Waiters and Waitresses","daily_living","20000","state47"
"waiters-and-waitresses-state01","Waiters and Waitresses","daily_living","20000","state01"
"waiters-and-waitresses-state28","Waiters and Waitresses","daily_living","17000","state28"
"waiters-and-waitresses-state05","Waiters and Waitresses","daily_living","19000","state05"
"waiters-and-waitresses-state22","Waiters and Waitresses","daily_living","18700","state22"
"waiters-and-waitresses-state40","Waiters and Waitresses","daily_living","15000","state40"
"waiters-and-waitresses-state48","Waiters and Waitresses","daily_living","20000","state48"
"waiters-and-waitresses-state30","Waiters and Waitresses","daily_living","19000","state30"
"waiters-and-waitresses-state16","Waiters and Waitresses","daily_living","14000","state16"
"waiters-and-waitresses-state56","Waiters and Waitresses","daily_living","18720","state56"
"waiters-and-waitresses-state08","Waiters and Waitresses","daily_living","25000","state08"
"waiters-and-waitresses-state35","Waiters and Waitresses","daily_living","24000","state35"
"waiters-and-waitresses-state04","Waiters and Waitresses","daily_living","20000","state04"
"waiters-and-waitresses-state49","Waiters and Waitresses","daily_living","24000","state49"
"waiters-and-waitresses-state32","Waiters and Waitresses","daily_living","28000","state32"
"waiters-and-waitresses-state53","Waiters and Waitresses","daily_living","28000","state53"
"waiters-and-waitresses-state41","Waiters and Waitresses","daily_living","22900","state41"
"waiters-and-waitresses-state06","Waiters and Waitresses","daily_living","25000","state06"
"waiters-and-waitresses-state02","Waiters and Waitresses","daily_living","25000","state02"
"waiters-and-waitresses-state15","Waiters and Waitresses","daily_living","25000","state15"
"childcare-workers-national","Childcare Workers","developmental","20000","national"
"cooks-chefs-national","Cooks/Chefs","daily_living","24640","national"
"counselors-national","Counselors","health","49000","national"
"dentists-national","Dentists","health","50000","national"
"education-administrators-national","Education Administrators","developmental","75000","national"
"elementary-and-middle-school-teachers-national","Elementary and Middle School Teachers","developmental","55000","national"
"food-managers-national","Food Managers","daily_living","42000","national"
"food-preparation-workers-national","Food Preparation Workers","daily_living","20280","national"
"hairdressers-hairstylists-and-cosmetologists-national","Hairdressers, Hairstylists, and Cosmetologists","daily_living","25000","national"
"housekeeping-janitors-and-groundskeepers-national","Housekeeping, Janitors, and Groundskeepers","daily_living","28000","national"
"medical-and-health-services-managers-national","Medical and Health Services Managers","health","75000","national"
"medical-records-and-health-information-technicians-national","Medical Records and Health Information Technicians","health","45000","national"
"medical-specialists-therapists-national","Medical Specialists/Therapists","health","73000","national"
"miscellaneous-educational-instructional-national","Miscellaneous Educational/Instructional","developmental","46000","national"
"miscellaneous-health-praticioner-non-doctor-or-nurse-national","Miscellaneous Health Praticioner (Non-doctor or nurse)","health","46500","national"
"nurses-national","Nurses","health","70000","national"
"nursing-psychiatric-and-home-health-aides-national","Nursing, Psychiatric, and Home Health Aides","health","30000","national"
"personal-care-aides-national","Personal Care Aides","daily_living","25000","national"
"physicians-and-surgeons-national","Physicians and Surgeons","health","200000","national"
"postsecondary-teachers-national","Postsecondary Teachers","developmental","74115","national"
"preschool-and-kindergarten-teachers-national","Preschool and Kindergarten Teachers","developmental","30000","national"
"secondary-school-teachers-national","Secondary School Teachers","developmental","60000","national"
"social-workers-national","Social Workers","health","52000","national"
"teacher-assistants-national","Teacher Assistants","developmental","24000","national"
"waiters-and-waitresses-national","Waiters and Waitresses","daily_living","20000","national"
