"year","prime_age","race_ethnicity","empstat","poverty","gender","provider_status","population"
2020,"Fifty-Five Plus","Asian/Pacific Island","Employed","Below Poverty","female","without_children",11045.2232
2020,"Fifty-Five Plus","Asian/Pacific Island","Employed","Below Poverty","male","other",8945.3829
2020,"Fifty-Five Plus","Asian/Pacific Island","Employed","Below Poverty","male","with_children",4347.2577
2020,"Fifty-Five Plus","Asian/Pacific Island","Employed","Below Poverty","male","without_children",13375.4956
2020,"Fifty-Five Plus","Asian/Pacific Island","NILF","100-124 Percent of Poverty","female","other",16866.4845
2020,"Fifty-Five Plus","Asian/Pacific Island","NILF","100-124 Percent of Poverty","female","without_children",75913.3344
2020,"Fifty-Five Plus","Asian/Pacific Island","NILF","100-124 Percent of Poverty","male","other",12859.5085
2020,"Fifty-Five Plus","Asian/Pacific Island","NILF","100-124 Percent of Poverty","male","without_children",53781.9916
2020,"Fifty-Five Plus","Asian/Pacific Island","NILF","125-149 Percent of Poverty","female","other",16836.506
2020,"Fifty-Five Plus","Asian/Pacific Island","NILF","125-149 Percent of Poverty","female","with_children",2789.6899
2020,"Fifty-Five Plus","Asian/Pacific Island","NILF","125-149 Percent of Poverty","female","without_children",73167.8982
2020,"Fifty-Five Plus","Asian/Pacific Island","NILF","125-149 Percent of Poverty","male","other",13296.8325
2020,"Fifty-Five Plus","Asian/Pacific Island","NILF","125-149 Percent of Poverty","male","with_children",4505.4153
2020,"Fifty-Five Plus","Asian/Pacific Island","NILF","125-149 Percent of Poverty","male","without_children",31131.5817
2020,"Fifty-Five Plus","Asian/Pacific Island","NILF","150+ Percent of Poverty","female","other",536707.4532
2020,"Fifty-Five Plus","Asian/Pacific Island","NILF","150+ Percent of Poverty","female","with_children",42869.081
2020,"Fifty-Five Plus","Asian/Pacific Island","NILF","150+ Percent of Poverty","female","without_children",776279.2038
2020,"Fifty-Five Plus","Asian/Pacific Island","NILF","150+ Percent of Poverty","male","other",355137.3261
2020,"Fifty-Five Plus","Asian/Pacific Island","NILF","150+ Percent of Poverty","male","with_children",34485.7581
2020,"Fifty-Five Plus","Asian/Pacific Island","NILF","150+ Percent of Poverty","male","without_children",486012.2809
2020,"Fifty-Five Plus","Asian/Pacific Island","NILF","Below Poverty","female","other",35202.1233
2020,"Fifty-Five Plus","Asian/Pacific Island","NILF","Below Poverty","female","with_children",4098.5451
2020,"Fifty-Five Plus","Asian/Pacific Island","NILF","Below Poverty","female","without_children",165211.6566
2020,"Fifty-Five Plus","Asian/Pacific Island","NILF","Below Poverty","male","other",16780.7485
2020,"Fifty-Five Plus","Asian/Pacific Island","NILF","Below Poverty","male","with_children",8054.8774
2020,"Fifty-Five Plus","Asian/Pacific Island","NILF","Below Poverty","male","without_children",88053.4619
2020,"Fifty-Five Plus","Asian/Pacific Island","Unemployed","100-124 Percent of Poverty","female","without_children",2318.9835
2020,"Fifty-Five Plus","Asian/Pacific Island","Unemployed","150+ Percent of Poverty","female","other",14777.767
2020,"Fifty-Five Plus","Asian/Pacific Island","Unemployed","150+ Percent of Poverty","female","without_children",14987.1344
2020,"Fifty-Five Plus","Asian/Pacific Island","Unemployed","150+ Percent of Poverty","male","other",20544.8292
2020,"Fifty-Five Plus","Asian/Pacific Island","Unemployed","150+ Percent of Poverty","male","with_children",12387.3373
2020,"Fifty-Five Plus","Asian/Pacific Island","Unemployed","150+ Percent of Poverty","male","without_children",26426.2798
2020,"Fifty-Five Plus","Asian/Pacific Island","Unemployed","Below Poverty","male","without_children",6075.4011
2020,"Fifty-Five Plus","Black","Armed Forces","150+ Percent of Poverty","female","other",2075.1954
2020,"Fifty-Five Plus","Black","Armed Forces","150+ Percent of Poverty","male","without_children",1371.8428
2020,"Fifty-Five Plus","Black","Employed","100-124 Percent of Poverty","female","other",9113.6809
2020,"Fifty-Five Plus","Black","Employed","100-124 Percent of Poverty","female","with_children",8332.969
2020,"Fifty-Five Plus","Black","Employed","100-124 Percent of Poverty","female","without_children",22148.4579
2020,"Fifty-Five Plus","Black","Employed","100-124 Percent of Poverty","male","other",2446.3469
2020,"Fifty-Five Plus","Black","Employed","100-124 Percent of Poverty","male","with_children",6716.5945
2020,"Fifty-Five Plus","Black","Employed","100-124 Percent of Poverty","male","without_children",17130.8738
2020,"Fifty-Five Plus","Black","Employed","125-149 Percent of Poverty","female","other",9288.3794
2020,"Fifty-Five Plus","Black","Employed","125-149 Percent of Poverty","female","with_children",5199.6652
2020,"Fifty-Five Plus","Black","Employed","125-149 Percent of Poverty","female","without_children",44707.0362
2020,"Fifty-Five Plus","Black","Employed","125-149 Percent of Poverty","male","with_children",2714.6124
2020,"Fifty-Five Plus","Black","Employed","125-149 Percent of Poverty","male","without_children",17844.903
2020,"Fifty-Five Plus","Black","Employed","150+ Percent of Poverty","female","other",480621.5235
2020,"Fifty-Five Plus","Black","Employed","150+ Percent of Poverty","female","with_children",97273.5535
2020,"Fifty-Five Plus","Black","Employed","150+ Percent of Poverty","female","without_children",1129069.5536
2020,"Fifty-Five Plus","Black","Employed","150+ Percent of Poverty","male","other",292146.4649
2020,"Fifty-Five Plus","Black","Employed","150+ Percent of Poverty","male","with_children",232714.6699
2020,"Fifty-Five Plus","Black","Employed","150+ Percent of Poverty","male","without_children",983585.6688
2020,"Fifty-Five Plus","Black","Employed","Below Poverty","female","other",11649.2615
2020,"Fifty-Five Plus","Black","Employed","Below Poverty","female","with_children",5420.9958
2020,"Fifty-Five Plus","Black","Employed","Below Poverty","female","without_children",74746.4119
2020,"Fifty-Five Plus","Black","Employed","Below Poverty","male","other",5631.314
2020,"Fifty-Five Plus","Black","Employed","Below Poverty","male","with_children",11112.0783
2020,"Fifty-Five Plus","Black","Employed","Below Poverty","male","without_children",56504.8142
2020,"Fifty-Five Plus","Black","NILF","100-124 Percent of Poverty","female","other",50092.3215
2020,"Fifty-Five Plus","Black","NILF","100-124 Percent of Poverty","female","with_children",4681.5805
2020,"Fifty-Five Plus","Black","NILF","100-124 Percent of Poverty","female","without_children",246200.1242
2020,"Fifty-Five Plus","Black","NILF","100-124 Percent of Poverty","male","other",22737.1853
2020,"Fifty-Five Plus","Black","NILF","100-124 Percent of Poverty","male","with_children",10096.5128
2020,"Fifty-Five Plus","Black","NILF","100-124 Percent of Poverty","male","without_children",166623.0234
2020,"Fifty-Five Plus","Black","NILF","125-149 Percent of Poverty","female","other",42122.0124
2020,"Fifty-Five Plus","Black","NILF","125-149 Percent of Poverty","female","with_children",5116.551
2020,"Fifty-Five Plus","Black","NILF","125-149 Percent of Poverty","female","without_children",152830.1127
2020,"Fifty-Five Plus","Black","NILF","125-149 Percent of Poverty","male","other",15941.6753
2020,"Fifty-Five Plus","Black","NILF","125-149 Percent of Poverty","male","with_children",7525.6421
2020,"Fifty-Five Plus","Black","NILF","125-149 Percent of Poverty","male","without_children",133872.509
2020,"Fifty-Five Plus","Black","NILF","150+ Percent of Poverty","female","other",685698.0483
2020,"Fifty-Five Plus","Black","NILF","150+ Percent of Poverty","female","with_children",34663.1792
2020,"Fifty-Five Plus","Black","NILF","150+ Percent of Poverty","female","without_children",1399015.2387
2020,"Fifty-Five Plus","Black","NILF","150+ Percent of Poverty","male","other",296763.4134
2020,"Fifty-Five Plus","Black","NILF","150+ Percent of Poverty","male","with_children",41016.175
2020,"Fifty-Five Plus","Black","NILF","150+ Percent of Poverty","male","without_children",1289075.4896
2020,"Fifty-Five Plus","Black","NILF","Below Poverty","female","other",130316.4703
2020,"Fifty-Five Plus","Black","NILF","Below Poverty","female","with_children",8016.3378
2020,"Fifty-Five Plus","Black","NILF","Below Poverty","female","without_children",815523.9746
2020,"Fifty-Five Plus","Black","NILF","Below Poverty","male","other",25638.805
2020,"Fifty-Five Plus","Black","NILF","Below Poverty","male","with_children",10078.2955
2020,"Fifty-Five Plus","Black","NILF","Below Poverty","male","without_children",524570.6562
2020,"Fifty-Five Plus","Black","Unemployed","100-124 Percent of Poverty","female","other",2218.4331
2020,"Fifty-Five Plus","Black","Unemployed","100-124 Percent of Poverty","female","without_children",4996.6088
2020,"Fifty-Five Plus","Black","Unemployed","100-124 Percent of Poverty","male","without_children",8750.0159
2020,"Fifty-Five Plus","Black","Unemployed","125-149 Percent of Poverty","female","other",9279.8897
2020,"Fifty-Five Plus","Black","Unemployed","125-149 Percent of Poverty","male","with_children",1330.6136
2020,"Fifty-Five Plus","Black","Unemployed","125-149 Percent of Poverty","male","without_children",212.9412
2020,"Fifty-Five Plus","Black","Unemployed","150+ Percent of Poverty","female","other",14132.5461
2020,"Fifty-Five Plus","Black","Unemployed","150+ Percent of Poverty","female","with_children",7385.0532
2020,"Fifty-Five Plus","Black","Unemployed","150+ Percent of Poverty","female","without_children",45947.5904
2020,"Fifty-Five Plus","Black","Unemployed","150+ Percent of Poverty","male","other",11490.067
2020,"Fifty-Five Plus","Black","Unemployed","150+ Percent of Poverty","male","with_children",4831.6469
2020,"Fifty-Five Plus","Black","Unemployed","150+ Percent of Poverty","male","without_children",79643.0067
2020,"Fifty-Five Plus","Black","Unemployed","Below Poverty","female","with_children",1749.7443
2020,"Fifty-Five Plus","Black","Unemployed","Below Poverty","female","without_children",16806.7438
2020,"Fifty-Five Plus","Black","Unemployed","Below Poverty","male","without_children",8802.3791
2020,"Fifty-Five Plus","Hispanic","Armed Forces","150+ Percent of Poverty","male","without_children",1686.5953
2020,"Fifty-Five Plus","Hispanic","Employed","100-124 Percent of Poverty","female","other",12419.1064
2020,"Fifty-Five Plus","Hispanic","Employed","100-124 Percent of Poverty","female","with_children",11904.4126
2020,"Fifty-Five Plus","Hispanic","Employed","100-124 Percent of Poverty","female","without_children",32317.4554
2020,"Fifty-Five Plus","Hispanic","Employed","100-124 Percent of Poverty","male","other",15156.0706
2020,"Fifty-Five Plus","Hispanic","Employed","100-124 Percent of Poverty","male","with_children",29149.4862
2020,"Fifty-Five Plus","Hispanic","Employed","100-124 Percent of Poverty","male","without_children",29104.3571
2020,"Fifty-Five Plus","Hispanic","Employed","125-149 Percent of Poverty","female","other",16044.8207
2020,"Fifty-Five Plus","Hispanic","Employed","125-149 Percent of Poverty","female","with_children",11929.7785
2020,"Fifty-Five Plus","Hispanic","Employed","125-149 Percent of Poverty","female","without_children",41013.2204
2020,"Fifty-Five Plus","Hispanic","Employed","125-149 Percent of Poverty","male","other",14046.4713
2020,"Fifty-Five Plus","Hispanic","Employed","125-149 Percent of Poverty","male","with_children",25567.7829
2020,"Fifty-Five Plus","Hispanic","Employed","125-149 Percent of Poverty","male","without_children",17988.9329
2020,"Fifty-Five Plus","Hispanic","Employed","150+ Percent of Poverty","female","other",593016.8642
2020,"Fifty-Five Plus","Hispanic","Employed","150+ Percent of Poverty","female","with_children",151181.0529
2020,"Fifty-Five Plus","Hispanic","Employed","150+ Percent of Poverty","female","without_children",835814.5793
2020,"Fifty-Five Plus","Hispanic","Employed","150+ Percent of Poverty","male","other",659768.6986
2020,"Fifty-Five Plus","Hispanic","Employed","150+ Percent of Poverty","male","with_children",341175.0254
2020,"Fifty-Five Plus","Hispanic","Employed","150+ Percent of Poverty","male","without_children",1105450.2514
2020,"Fifty-Five Plus","Hispanic","Employed","Below Poverty","female","other",9530.3562
2020,"Fifty-Five Plus","Hispanic","Employed","Below Poverty","female","with_children",11920.4012
2020,"Fifty-Five Plus","Hispanic","Employed","Below Poverty","female","without_children",53561.0316
2020,"Fifty-Five Plus","Hispanic","Employed","Below Poverty","male","other",25136.3962
2020,"Fifty-Five Plus","Hispanic","Employed","Below Poverty","male","with_children",31795.8025
2020,"Fifty-Five Plus","Hispanic","Employed","Below Poverty","male","without_children",83529.1425
2020,"Fifty-Five Plus","Hispanic","NILF","100-124 Percent of Poverty","female","other",45579.9891
2020,"Fifty-Five Plus","Hispanic","NILF","100-124 Percent of Poverty","female","with_children",16913.7827
2020,"Fifty-Five Plus","Hispanic","NILF","100-124 Percent of Poverty","female","without_children",218598.9516
2020,"Fifty-Five Plus","Hispanic","NILF","100-124 Percent of Poverty","male","other",23737.5925
2020,"Fifty-Five Plus","Hispanic","NILF","100-124 Percent of Poverty","male","with_children",8447.0063
2020,"Fifty-Five Plus","Hispanic","NILF","100-124 Percent of Poverty","male","without_children",166355.1418
2020,"Fifty-Five Plus","Hispanic","NILF","125-149 Percent of Poverty","female","other",50934.1182
2020,"Fifty-Five Plus","Hispanic","NILF","125-149 Percent of Poverty","female","with_children",18657.0218
2020,"Fifty-Five Plus","Hispanic","NILF","125-149 Percent of Poverty","female","without_children",132474.5682
2020,"Fifty-Five Plus","Hispanic","NILF","125-149 Percent of Poverty","male","other",39181.0914
2020,"Fifty-Five Plus","Hispanic","NILF","125-149 Percent of Poverty","male","with_children",14612.8213
2020,"Fifty-Five Plus","Hispanic","NILF","125-149 Percent of Poverty","male","without_children",108324.8351
2020,"Fifty-Five Plus","Hispanic","NILF","150+ Percent of Poverty","female","other",817470.1196
2020,"Fifty-Five Plus","Hispanic","NILF","150+ Percent of Poverty","female","with_children",100182.4767
2020,"Fifty-Five Plus","Hispanic","NILF","150+ Percent of Poverty","female","without_children",1227478.3864
2020,"Fifty-Five Plus","Hispanic","NILF","150+ Percent of Poverty","male","other",392412.4247
2020,"Fifty-Five Plus","Hispanic","NILF","150+ Percent of Poverty","male","with_children",53384.5508
2020,"Fifty-Five Plus","Hispanic","NILF","150+ Percent of Poverty","male","without_children",870841.9664
2020,"Fifty-Five Plus","Hispanic","NILF","Below Poverty","female","other",150958.1446
2020,"Fifty-Five Plus","Hispanic","NILF","Below Poverty","female","with_children",27190.2349
2020,"Fifty-Five Plus","Hispanic","NILF","Below Poverty","female","without_children",562714.1035
2020,"Fifty-Five Plus","Hispanic","NILF","Below Poverty","male","other",71669.5853
2020,"Fifty-Five Plus","Hispanic","NILF","Below Poverty","male","with_children",29158.3321
2020,"Fifty-Five Plus","Hispanic","NILF","Below Poverty","male","without_children",363195.542
2020,"Fifty-Five Plus","Hispanic","Unemployed","100-124 Percent of Poverty","female","other",581.137
2020,"Fifty-Five Plus","Hispanic","Unemployed","100-124 Percent of Poverty","female","with_children",5274.1492
2020,"Fifty-Five Plus","Hispanic","Unemployed","100-124 Percent of Poverty","female","without_children",556.0139
2020,"Fifty-Five Plus","Hispanic","Unemployed","100-124 Percent of Poverty","male","without_children",5629.6148
2020,"Fifty-Five Plus","Hispanic","Unemployed","125-149 Percent of Poverty","female","other",3287.161
2020,"Fifty-Five Plus","Hispanic","Unemployed","125-149 Percent of Poverty","male","other",661.3553
2020,"Fifty-Five Plus","Hispanic","Unemployed","125-149 Percent of Poverty","male","with_children",2148.3157
2020,"Fifty-Five Plus","Hispanic","Unemployed","125-149 Percent of Poverty","male","without_children",4183.7147
2020,"Fifty-Five Plus","Hispanic","Unemployed","150+ Percent of Poverty","female","other",25582.9306
2020,"Fifty-Five Plus","Hispanic","Unemployed","150+ Percent of Poverty","female","with_children",7704.3501
2020,"Fifty-Five Plus","Hispanic","Unemployed","150+ Percent of Poverty","female","without_children",35906.344
2020,"Fifty-Five Plus","Hispanic","Unemployed","150+ Percent of Poverty","male","other",45530.8255
2020,"Fifty-Five Plus","Hispanic","Unemployed","150+ Percent of Poverty","male","with_children",20030.4884
2020,"Fifty-Five Plus","Hispanic","Unemployed","150+ Percent of Poverty","male","without_children",47210.1735
2020,"Fifty-Five Plus","Hispanic","Unemployed","Below Poverty","female","other",4987.3676
2020,"Fifty-Five Plus","Hispanic","Unemployed","Below Poverty","female","with_children",4863.1156
2020,"Fifty-Five Plus","Hispanic","Unemployed","Below Poverty","female","without_children",20561.9538
2020,"Fifty-Five Plus","Hispanic","Unemployed","Below Poverty","male","with_children",6016.7879
2020,"Fifty-Five Plus","Hispanic","Unemployed","Below Poverty","male","without_children",8596.6537
2020,"Fifty-Five Plus","Two or More Races","Employed","100-124 Percent of Poverty","female","without_children",5651.8326
2020,"Fifty-Five Plus","Two or More Races","Employed","100-124 Percent of Poverty","male","without_children",9728.6722
2020,"Fifty-Five Plus","Two or More Races","Employed","125-149 Percent of Poverty","female","without_children",3754.6323
2020,"Fifty-Five Plus","Two or More Races","Employed","125-149 Percent of Poverty","male","without_children",3187.5574
2020,"Fifty-Five Plus","Two or More Races","Employed","150+ Percent of Poverty","female","other",17250.7731
2020,"Fifty-Five Plus","Two or More Races","Employed","150+ Percent of Poverty","female","with_children",4902.1443
2020,"Fifty-Five Plus","Two or More Races","Employed","150+ Percent of Poverty","female","without_children",102067.2152
2020,"Fifty-Five Plus","Two or More Races","Employed","150+ Percent of Poverty","male","other",21693.0331
2020,"Fifty-Five Plus","Two or More Races","Employed","150+ Percent of Poverty","male","with_children",10980.7644
2020,"Fifty-Five Plus","Two or More Races","Employed","150+ Percent of Poverty","male","without_children",83390.4952
2020,"Fifty-Five Plus","Two or More Races","Employed","Below Poverty","female","other",2045.2376
2020,"Fifty-Five Plus","Two or More Races","Employed","Below Poverty","female","with_children",754.5579
2020,"Fifty-Five Plus","Two or More Races","Employed","Below Poverty","female","without_children",4093.829
2020,"Fifty-Five Plus","Two or More Races","Employed","Below Poverty","male","other",2045.2376
2020,"Fifty-Five Plus","Two or More Races","Employed","Below Poverty","male","without_children",10572.1791
2020,"Fifty-Five Plus","Two or More Races","NILF","100-124 Percent of Poverty","female","without_children",16087.8831
2020,"Fifty-Five Plus","Two or More Races","NILF","100-124 Percent of Poverty","male","other",1319.835
2020,"Fifty-Five Plus","Two or More Races","NILF","100-124 Percent of Poverty","male","with_children",3948.548
2020,"Fifty-Five Plus","Two or More Races","NILF","100-124 Percent of Poverty","male","without_children",14684.5912
2020,"Fifty-Five Plus","Two or More Races","NILF","125-149 Percent of Poverty","female","without_children",4594.3819
2020,"Fifty-Five Plus","Two or More Races","NILF","125-149 Percent of Poverty","male","without_children",14279.9618
2020,"Fifty-Five Plus","Two or More Races","NILF","150+ Percent of Poverty","female","other",46530.6883
2020,"Fifty-Five Plus","Two or More Races","NILF","150+ Percent of Poverty","female","with_children",6362.5579
2020,"Fifty-Five Plus","Two or More Races","NILF","150+ Percent of Poverty","female","without_children",152175.1033
2020,"Fifty-Five Plus","Two or More Races","NILF","150+ Percent of Poverty","male","other",26595.137
2020,"Fifty-Five Plus","Two or More Races","NILF","150+ Percent of Poverty","male","with_children",545.8272
2020,"Fifty-Five Plus","Two or More Races","NILF","150+ Percent of Poverty","male","without_children",122007.0299
2020,"Fifty-Five Plus","Two or More Races","NILF","Below Poverty","female","other",4257.6215
2020,"Fifty-Five Plus","Two or More Races","NILF","Below Poverty","female","with_children",2953.4983
2020,"Fifty-Five Plus","Two or More Races","NILF","Below Poverty","female","without_children",40296.3929
2020,"Fifty-Five Plus","Two or More Races","NILF","Below Poverty","male","other",6432.1654
2020,"Fifty-Five Plus","Two or More Races","NILF","Below Poverty","male","with_children",386.2053
2020,"Fifty-Five Plus","Two or More Races","NILF","Below Poverty","male","without_children",28600.0836
2020,"Fifty-Five Plus","Two or More Races","Unemployed","125-149 Percent of Poverty","female","without_children",545.4077
2020,"Fifty-Five Plus","Two or More Races","Unemployed","150+ Percent of Poverty","female","other",5926.7027
2020,"Fifty-Five Plus","Two or More Races","Unemployed","150+ Percent of Poverty","female","without_children",7677.4804
2020,"Fifty-Five Plus","Two or More Races","Unemployed","150+ Percent of Poverty","male","other",1048.3793
2020,"Fifty-Five Plus","Two or More Races","Unemployed","150+ Percent of Poverty","male","with_children",2499.4056
2020,"Fifty-Five Plus","Two or More Races","Unemployed","Below Poverty","male","without_children",4220.4198
2020,"Fifty-Five Plus","White","Armed Forces","150+ Percent of Poverty","male","other",4128.0991
2020,"Fifty-Five Plus","White","Armed Forces","150+ Percent of Poverty","male","with_children",183.0677
2020,"Fifty-Five Plus","White","Armed Forces","150+ Percent of Poverty","male","without_children",5261.2515
2020,"Fifty-Five Plus","White","Employed","100-124 Percent of Poverty","female","other",22298.9188
2020,"Fifty-Five Plus","White","Employed","100-124 Percent of Poverty","female","with_children",13996.1096
2020,"Fifty-Five Plus","White","Employed","100-124 Percent of Poverty","female","without_children",104175.9404
2020,"Fifty-Five Plus","White","Employed","100-124 Percent of Poverty","male","other",15038.9982
2020,"Fifty-Five Plus","White","Employed","100-124 Percent of Poverty","male","with_children",21750.0593
2020,"Fifty-Five Plus","White","Employed","100-124 Percent of Poverty","male","without_children",87281.2191
2020,"Fifty-Five Plus","White","Employed","125-149 Percent of Poverty","female","other",34102.5158
2020,"Fifty-Five Plus","White","Employed","125-149 Percent of Poverty","female","with_children",9967.4131
2020,"Fifty-Five Plus","White","Employed","125-149 Percent of Poverty","female","without_children",112712.4536
2020,"Fifty-Five Plus","White","Employed","125-149 Percent of Poverty","male","other",23290.669
2020,"Fifty-Five Plus","White","Employed","125-149 Percent of Poverty","male","with_children",26042.0214
2020,"Fifty-Five Plus","White","Employed","125-149 Percent of Poverty","male","without_children",81322.1641
2020,"Fifty-Five Plus","White","Employed","150+ Percent of Poverty","female","other",2285941.3608
2020,"Fifty-Five Plus","White","Employed","150+ Percent of Poverty","female","with_children",662348.1733
2020,"Fifty-Five Plus","White","Employed","150+ Percent of Poverty","female","without_children",8959380.3355
2020,"Fifty-Five Plus","White","Employed","150+ Percent of Poverty","male","other",2498612.3632
2020,"Fifty-Five Plus","White","Employed","150+ Percent of Poverty","male","with_children",1400056.918
2020,"Fifty-Five Plus","White","Employed","150+ Percent of Poverty","male","without_children",10209404.8602
2020,"Fifty-Five Plus","White","Employed","Below Poverty","female","other",14324.6319
2020,"Fifty-Five Plus","White","Employed","Below Poverty","female","with_children",11830.2936
2020,"Fifty-Five Plus","White","Employed","Below Poverty","female","without_children",250073.4342
2020,"Fifty-Five Plus","White","Employed","Below Poverty","male","other",12244.4148
2020,"Fifty-Five Plus","White","Employed","Below Poverty","male","with_children",13850.0128
2020,"Fifty-Five Plus","White","Employed","Below Poverty","male","without_children",164033.3275
2020,"Fifty-Five Plus","White","NILF","100-124 Percent of Poverty","female","other",134259.025
2020,"Fifty-Five Plus","White","NILF","100-124 Percent of Poverty","female","with_children",12905.0795
2020,"Fifty-Five Plus","White","NILF","100-124 Percent of Poverty","female","without_children",1005197.8761
2020,"Fifty-Five Plus","White","NILF","100-124 Percent of Poverty","male","other",45204.558
2020,"Fifty-Five Plus","White","NILF","100-124 Percent of Poverty","male","with_children",13374.1513
2020,"Fifty-Five Plus","White","NILF","100-124 Percent of Poverty","male","without_children",685943.9498
2020,"Fifty-Five Plus","White","NILF","125-149 Percent of Poverty","female","other",129175.5448
2020,"Fifty-Five Plus","White","NILF","125-149 Percent of Poverty","female","with_children",11623.2235
2020,"Fifty-Five Plus","White","NILF","125-149 Percent of Poverty","female","without_children",1108410.776
2020,"Fifty-Five Plus","White","NILF","125-149 Percent of Poverty","male","other",62142.2549
2020,"Fifty-Five Plus","White","NILF","125-149 Percent of Poverty","male","with_children",6545.2464
2020,"Fifty-Five Plus","White","NILF","125-149 Percent of Poverty","male","without_children",711825.4952
2020,"Fifty-Five Plus","White","NILF","150+ Percent of Poverty","female","other",2755704.4959
2020,"Fifty-Five Plus","White","NILF","150+ Percent of Poverty","female","with_children",238937.601
2020,"Fifty-Five Plus","White","NILF","150+ Percent of Poverty","female","without_children",15629713.8786
2020,"Fifty-Five Plus","White","NILF","150+ Percent of Poverty","male","other",1674920.8173
2020,"Fifty-Five Plus","White","NILF","150+ Percent of Poverty","male","with_children",191071.2722
2020,"Fifty-Five Plus","White","NILF","150+ Percent of Poverty","male","without_children",13045435.0123
2020,"Fifty-Five Plus","White","NILF","Below Poverty","female","other",240992.8085
2020,"Fifty-Five Plus","White","NILF","Below Poverty","female","with_children",64155.055
2020,"Fifty-Five Plus","White","NILF","Below Poverty","female","without_children",2362840.4404
2020,"Fifty-Five Plus","White","NILF","Below Poverty","male","other",100207.4196
2020,"Fifty-Five Plus","White","NILF","Below Poverty","male","with_children",46650.2836
2020,"Fifty-Five Plus","White","NILF","Below Poverty","male","without_children",1496154.6778
2020,"Fifty-Five Plus","White","Unemployed","100-124 Percent of Poverty","female","without_children",11953.7612
2020,"Fifty-Five Plus","White","Unemployed","100-124 Percent of Poverty","male","with_children",2238.9131
2020,"Fifty-Five Plus","White","Unemployed","100-124 Percent of Poverty","male","without_children",10270.3855
2020,"Fifty-Five Plus","White","Unemployed","125-149 Percent of Poverty","female","other",2777.4762
2020,"Fifty-Five Plus","White","Unemployed","125-149 Percent of Poverty","female","with_children",1541.8407
2020,"Fifty-Five Plus","White","Unemployed","125-149 Percent of Poverty","female","without_children",7112.7681
2020,"Fifty-Five Plus","White","Unemployed","125-149 Percent of Poverty","male","other",2357.5145
2020,"Fifty-Five Plus","White","Unemployed","125-149 Percent of Poverty","male","without_children",7270.1637
2020,"Fifty-Five Plus","White","Unemployed","150+ Percent of Poverty","female","other",80736.6609
2020,"Fifty-Five Plus","White","Unemployed","150+ Percent of Poverty","female","with_children",19703.5225
2020,"Fifty-Five Plus","White","Unemployed","150+ Percent of Poverty","female","without_children",220956.5697
2020,"Fifty-Five Plus","White","Unemployed","150+ Percent of Poverty","male","other",52353.509
2020,"Fifty-Five Plus","White","Unemployed","150+ Percent of Poverty","male","with_children",43539.9703
2020,"Fifty-Five Plus","White","Unemployed","150+ Percent of Poverty","male","without_children",331456.2034
2020,"Fifty-Five Plus","White","Unemployed","Below Poverty","female","other",2530.9782
2020,"Fifty-Five Plus","White","Unemployed","Below Poverty","female","with_children",717.9243
2020,"Fifty-Five Plus","White","Unemployed","Below Poverty","female","without_children",37427.2272
2020,"Fifty-Five Plus","White","Unemployed","Below Poverty","male","other",2886.798
2020,"Fifty-Five Plus","White","Unemployed","Below Poverty","male","with_children",1948.1801
2020,"Fifty-Five Plus","White","Unemployed","Below Poverty","male","without_children",42776.5666
2020,"Prime Age","American Indian","Armed Forces","150+ Percent of Poverty","male","with_children",209.8244
2020,"Prime Age","American Indian","Armed Forces","150+ Percent of Poverty","male","without_children",7220.6169
2020,"Prime Age","American Indian","Employed","100-124 Percent of Poverty","female","with_children",8385.9996
2020,"Prime Age","American Indian","Employed","100-124 Percent of Poverty","female","without_children",8711.6739
2020,"Prime Age","American Indian","Employed","100-124 Percent of Poverty","male","with_children",5814.1406
2020,"Prime Age","American Indian","Employed","100-124 Percent of Poverty","male","without_children",3606.2031
2020,"Prime Age","American Indian","Employed","125-149 Percent of Poverty","female","with_children",3199.4484
2020,"Prime Age","American Indian","Employed","125-149 Percent of Poverty","female","without_children",2524.2251
2020,"Prime Age","American Indian","Employed","125-149 Percent of Poverty","male","with_children",8064.6419
2020,"Prime Age","American Indian","Employed","125-149 Percent of Poverty","male","without_children",1294.7603
2020,"Prime Age","American Indian","Employed","150+ Percent of Poverty","female","other",15796.0951
2020,"Prime Age","American Indian","Employed","150+ Percent of Poverty","female","with_children",153334.505
2020,"Prime Age","American Indian","Employed","150+ Percent of Poverty","female","without_children",89889.7613
2020,"Prime Age","American Indian","Employed","150+ Percent of Poverty","male","other",20670.2997
2020,"Prime Age","American Indian","Employed","150+ Percent of Poverty","male","with_children",118162.8386
2020,"Prime Age","American Indian","Employed","150+ Percent of Poverty","male","without_children",157036.596
2020,"Prime Age","American Indian","Employed","Below Poverty","female","with_children",21080.3718
2020,"Prime Age","American Indian","Employed","Below Poverty","female","without_children",4397.0493
2020,"Prime Age","American Indian","Employed","Below Poverty","male","with_children",6722.4815
2020,"Prime Age","American Indian","Employed","Below Poverty","male","without_children",11061.5601
2020,"Prime Age","American Indian","NILF","100-124 Percent of Poverty","female","with_children",7204.002
2020,"Prime Age","American Indian","NILF","100-124 Percent of Poverty","female","without_children",2255.7047
2020,"Prime Age","American Indian","NILF","100-124 Percent of Poverty","male","without_children",2319.5803
2020,"Prime Age","American Indian","NILF","125-149 Percent of Poverty","female","with_children",2418.7317
