"name","geo","median_wage","population","provision_interval","Type"
"Secondary Childcare","state08","16000",963894.707835622,309558716.305157,"Unpaid"
"Secondary Childcare","state31","28000",401886.858642181,126274802.163223,"Unpaid"
"Secondary Childcare","state47","25000",1355374.84277057,446939953.915582,"Unpaid"
"Secondary Childcare","state24","25000",1140284.40125454,378351410.681961,"Unpaid"
"Secondary Childcare","state37","26000",1773476.59715142,600563481.679067,"Unpaid"
"Secondary Childcare","state17","20000",2464787.15045442,773558302.822976,"Unpaid"
"Secondary Childcare","state27","14000",1156987.42942492,388929084.056548,"Unpaid"
"Secondary Childcare","state34","18000",1605496.36919811,516861289.154172,"Unpaid"
"Secondary Childcare","state40","NULL",815936.947549582,281203839.243609,"Unpaid"
"Secondary Childcare","state38","35000",151139.825479567,48085607.4125832,"Unpaid"
"Secondary Childcare","state12","24000",2931883.52099978,968425739.150458,"Unpaid"
"Secondary Childcare","state25","26000",1070647.32896923,337488794.963164,"Unpaid"
"Secondary Childcare","state29","NULL",1004403.08706992,342348700.806169,"Unpaid"
"Secondary Childcare","state18","13800",1264746.36029266,466685741.860459,"Unpaid"
"Secondary Childcare","state22","11000",818913.703083759,268713445.453152,"Unpaid"
"Secondary Childcare","state42","30000",2066896.22198375,658105312.079708,"Unpaid"
"Secondary Childcare","state55","5000",1091431.97587089,351952460.853281,"Unpaid"
"Secondary Childcare","state35","23145",328639.373096119,115206634.352042,"Unpaid"
"Secondary Childcare","state09","25000",530353.029216107,181683920.639606,"Unpaid"
"Secondary Childcare","state21","117000",854923.0296586,274382596.368506,"Unpaid"
"Secondary Childcare","state39","16000",1919513.52805679,657303487.158993,"Unpaid"
"Secondary Childcare","state28","20000",560036.603559201,206189466.606736,"Unpaid"
"Secondary Childcare","state23","17000",182668.387811471,54228438.1974546,"Unpaid"
"Secondary Childcare","state46","15000",180496.088876693,63406407.5876634,"Unpaid"
"Secondary Childcare","state53","25000",1566553.9622446,513884755.989955,"Unpaid"
"Secondary Childcare","state16","22000",428035.9740319,167297884.903523,"Unpaid"
"Secondary Childcare","state51","32000",1725557.31819885,555065396.854327,"Unpaid"
"Secondary Childcare","state32","15000",399833.493773666,148017383.787612,"Unpaid"
"Secondary Childcare","state05","12000",459033.806428078,184206519.183599,"Unpaid"
"Secondary Childcare","state33","18000",179392.24772179,56157260.1514216,"Unpaid"
"Secondary Childcare","state45","27000",829281.323785643,270030833.066356,"Unpaid"
"Secondary Childcare","state20","10000",611640.235689304,196522340.913661,"Unpaid"
"Secondary Childcare","state02","50002",98129.6501794652,28372337.7780898,"Unpaid"
"Secondary Childcare","state04","6000",1189814.46483799,423423479.204762,"Unpaid"
"Secondary Childcare","state41","12000",799208.264079442,274683512.510294,"Unpaid"
"Secondary Childcare","state15","15000",135039.155314717,63168059.6442906,"Unpaid"
"Secondary Childcare","state01","23700",755636.905204265,253041570.765979,"Unpaid"
"Secondary Childcare","state30","20000",188552.211265368,69619981.6368826,"Unpaid"
"Secondary Childcare","state10","10800",178573.457381322,65795566.5885759,"Unpaid"
"Secondary Childcare","state44","78000",143479.007890069,42033618.8913638,"Unpaid"
"Secondary Childcare","state54","23000",249028.315166745,75972908.6943548,"Unpaid"
"Secondary Childcare","state11","NULL",180433.27006985,28156306.5459368,"Unpaid"
"Secondary Childcare","state56","38000",106941.00111931,36216493.9147106,"Unpaid"
"Secondary Eldercare","state36","27000",580615.073735715,164139157.699476,"Unpaid"
"Secondary Eldercare","state09","42000",144756.545424702,11671237.1871039,"Unpaid"
"Secondary Eldercare","state21","27000",195285.570192118,30847546.8379515,"Unpaid"
"Secondary Eldercare","state48","18000",962415.220071675,198460678.292536,"Unpaid"
"Secondary Eldercare","state41","25000",169211.744344744,36423942.6678789,"Unpaid"
"Secondary Eldercare","state13","23000",384705.832562073,93507554.8371441,"Unpaid"
"Secondary Eldercare","state28","32002",150535.89378587,27120446.3572511,"Unpaid"
"Secondary Eldercare","state29","30000",372851.853139283,59182400.6512723,"Unpaid"
"Secondary Eldercare","state01","40000",185571.67077215,36971098.3551626,"Unpaid"
"Secondary Eldercare","state17","25000",465762.677998616,100645553.541139,"Unpaid"
"Secondary Eldercare","state39","35000",563222.745462757,116811643.138579,"Unpaid"
"Secondary Eldercare","state26","30000",310459.010168961,55390501.2178123,"Unpaid"
"Secondary Eldercare","state37","22000",418966.259092866,90089647.5062604,"Unpaid"
"Secondary Eldercare","state42","25000",497483.984461756,122865089.982269,"Unpaid"
"Secondary Eldercare","state24","30000",219133.262414142,23275510.927421,"Unpaid"
"Secondary Eldercare","state55","40000",269245.975677872,54686807.2064821,"Unpaid"
"Secondary Eldercare","state53","35000",375521.935348562,51486949.4804781,"Unpaid"
"Secondary Eldercare","state45","49000",200334.761696794,31097853.2844839,"Unpaid"
"Secondary Eldercare","state40","38928",128713.243263653,31407781.0036932,"Unpaid"
"Secondary Eldercare","state19","25000",151898.214037918,21252255.1117496,"Unpaid"
"Secondary Eldercare","state12","30000",585594.979155629,124704304.516044,"Unpaid"
"Secondary Eldercare","state06","29000",957759.79370859,163869547.462825,"Unpaid"
"Secondary Eldercare","state05","29000",122823.985389544,31557499.4134657,"Unpaid"
"Secondary Eldercare","state35","22000",84493.9434662959,22650632.2780841,"Unpaid"
"Secondary Eldercare","state18","26000",259632.353207362,79343341.0934771,"Unpaid"
"Secondary Eldercare","state20","35000",96062.4908873096,16274321.4466611,"Unpaid"
"Secondary Eldercare","state04","26000",296443.553084076,67952474.8164138,"Unpaid"
"Secondary Eldercare","state22","29000",134700.788251306,32765416.003591,"Unpaid"
"Secondary Eldercare","state54","45000",104423.748709471,29973221.134583,"Unpaid"
"Secondary Eldercare","state47","15000",279582.742648246,62424551.2868169,"Unpaid"
"Secondary Eldercare","state51","22000",322518.18295119,71144831.7127108,"Unpaid"
"Secondary Eldercare","state25","37000",218511.016008471,53806193.5205217,"Unpaid"
"Secondary Eldercare","state16","25000",46767.1771233277,18054172.3029258,"Unpaid"
"Secondary Eldercare","state34","40000",266103.986836749,71616357.9389312,"Unpaid"
"Secondary Eldercare","state49","29000",93145.9520899951,13589790.1120119,"Unpaid"
"Secondary Eldercare","state27","33500",182799.56844585,36939754.17315,"Unpaid"
"Secondary Eldercare","state44","24180",38051.8516480915,6464175.54977514,"Unpaid"
"Secondary Eldercare","state08","8000",92581.820293372,16644178.1362437,"Unpaid"
"Secondary Eldercare","state46","40000",32339.0974058099,12427472.8895008,"Unpaid"
"Secondary Eldercare","state31","33000",64689.0554844395,18001558.2867857,"Unpaid"
"Secondary Eldercare","state50","17000",47715.3284311397,3062103.88840077,"Unpaid"
"Secondary Eldercare","state02","40000",10885.4709863797,1445636.22425954,"Unpaid"
"Secondary Eldercare","state56","27000",14848.140462377,3054245.17611856,"Unpaid"
"Secondary Eldercare","state10","37000",25100.7942785595,9894845.57339296,"Unpaid"
"Secondary Eldercare","state38","27500",4502.77843594027,1096710.64342437,"Unpaid"
"Secondary Eldercare","state30","24000",34611.646518851,4609825.93762903,"Unpaid"
"Secondary Eldercare","state23","6804",44372.2811723332,11578859.5852127,"Unpaid"
"Secondary Eldercare","state32","29000",88964.1084609885,22798274.5322045,"Unpaid"
"Secondary Eldercare","state11","12000",35161.8885031052,6972844.82223813,"Unpaid"
"Secondary Eldercare","state33","40000",45818.9577614055,5153205.81717648,"Unpaid"
"Secondary Eldercare","state15","40000",8668.82790179726,303408.976562904,"Unpaid"
"Shopping, except groceries, food and gas","state48","26000",3948022.54616939,257893892.502553,"Unpaid"
"Shopping, except groceries, food and gas","state09","28000",442125.509976374,31435609.3109105,"Unpaid"
"Shopping, except groceries, food and gas","state36","38780",2241362.47945704,162117829.724349,"Unpaid"
"Shopping, except groceries, food and gas","state51","37000",1218923.21999853,68775919.3371778,"Unpaid"
"Shopping, except groceries, food and gas","state19","41768",464526.411563741,29664399.6040257,"Unpaid"
"Shopping, except groceries, food and gas","state13","30000",1588377.21118614,112661660.544196,"Unpaid"
"Shopping, except groceries, food and gas","state08","30002",920540.142592264,64202114.8872379,"Unpaid"
"Shopping, except groceries, food and gas","state41","30000",512180.08622879,30914468.7699553,"Unpaid"
"Shopping, except groceries, food and gas","state31","35000",328729.572591302,22538170.306641,"Unpaid"
"Shopping, except groceries, food and gas","state47","36568",940136.933827475,54765667.6638797,"Unpaid"
"Shopping, except groceries, food and gas","state06","32000",4619802.81572952,298630377.456176,"Unpaid"
"Shopping, except groceries, food and gas","state24","32000",981048.922199865,56501501.7289546,"Unpaid"
"Shopping, except groceries, food and gas","state20","33000",557691.994742988,32022317.1127239,"Unpaid"
"Shopping, except groceries, food and gas","state38","30000",111976.958427105,5584445.78822716,"Unpaid"
"Shopping, except groceries, food and gas","state12","35000",2639632.70374088,191101740.905694,"Unpaid"
"Shopping, except groceries, food and gas","state25","50000",862755.626530344,41575904.454115,"Unpaid"
"Shopping, except groceries, food and gas","state22","27900",486584.211370794,29505635.0999113,"Unpaid"
"Shopping, except groceries, food and gas","state49","30000",429662.845859101,28431359.0968726,"Unpaid"
"Shopping, except groceries, food and gas","state54","30000",218392.059270912,16484203.38409,"Unpaid"
"Shopping, except groceries, food and gas","state35","34000",251258.165255138,13796448.8157941,"Unpaid"
"Shopping, except groceries, food and gas","state42","30000",1856219.32037508,111914307.040774,"Unpaid"
"Shopping, except groceries, food and gas","state28","25600",273360.201112433,17034322.3536697,"Unpaid"
"Shopping, except groceries, food and gas","state29","33500",871207.570063533,60142683.296213,"Unpaid"
"Shopping, except groceries, food and gas","state26","35000",1254213.49643455,66631377.8723783,"Unpaid"
"Shopping, except groceries, food and gas","state50","30000",87793.4603474948,5929760.98512977,"Unpaid"
"Shopping, except groceries, food and gas","state27","30000",851508.119903729,41408306.1703537,"Unpaid"
"Shopping, except groceries, food and gas","state39","50000",1850866.06218895,115455314.50219,"Unpaid"
"Shopping, except groceries, food and gas","state46","41000",75257.6127040915,6263601.48255023,"Unpaid"
"Shopping, except groceries, food and gas","state34","30000",1210120.79806239,83198481.1114932,"Unpaid"
"Shopping, except groceries, food and gas","state55","25000",905460.92725703,56661703.9179446,"Unpaid"
"Shopping, except groceries, food and gas","state53","32000",1179863.95627543,71321718.616457,"Unpaid"
"Shopping, except groceries, food and gas","state40","27002",428285.137327004,25494351.4622242,"Unpaid"
"Shopping, except groceries, food and gas","state17","31200",1886056.97795189,108001262.808357,"Unpaid"
"Shopping, except groceries, food and gas","state18","30000",972974.521146422,62671929.9424535,"Unpaid"
"Shopping, except groceries, food and gas","state21","32400",631370.843124211,36181248.8596213,"Unpaid"
"Shopping, except groceries, food and gas","state44","35000",111596.19439627,10071000.2658641,"Unpaid"
"Shopping, except groceries, food and gas","state45","26000",716709.033672237,50596662.2390545,"Unpaid"
"Shopping, except groceries, food and gas","state04","30000",943780.878560368,62654571.7319428,"Unpaid"
"Shopping, except groceries, food and gas","state32","38000",295226.7257671,19155615.7575262,"Unpaid"
"Shopping, except groceries, food and gas","state37","24000",1240137.73013707,81272922.9188914,"Unpaid"
"Shopping, except groceries, food and gas","state10","30000",138524.062788145,10466155.5598277,"Unpaid"
"Shopping, except groceries, food and gas","state23","42000",185268.390797786,12174717.0198406,"Unpaid"
"Shopping, except groceries, food and gas","state02","32000",43803.2942597277,2094476.70459153,"Unpaid"
"Shopping, except groceries, food and gas","state05","30000",481146.886673649,39954182.4571096,"Unpaid"
"Shopping, except groceries, food and gas","state15","35000",126495.210870011,10792220.5241358,"Unpaid"
"Shopping, except groceries, food and gas","state56","33000",108297.248929519,6262290.617703,"Unpaid"
"Shopping, except groceries, food and gas","state33","34800",231746.224432494,9885235.20433297,"Unpaid"
"Shopping, except groceries, food and gas","state01","27040",653439.663133338,37245688.5891909,"Unpaid"
"Shopping, except groceries, food and gas","state16","27000",186795.227194451,15457709.3514703,"Unpaid"
"Shopping, except groceries, food and gas","state11","42000",141564.602398659,8758765.82057341,"Unpaid"
"Shopping, except groceries, food and gas","state30","27000",120502.067067649,7154478.47437102,"Unpaid"
"Talking to Children","state06","25000",686006.434997228,25416195.5062206,"Unpaid"
"Talking to Children","state39","16000",266670.728086803,13074683.776827,"Unpaid"
"Talking to Children","state13","37200",201381.614162999,8340091.41225606,"Unpaid"
"Talking to Children","state21","117000",83570.0769297945,3881732.26812561,"Unpaid"
"Talking to Children","state28","20000",28543.8830826208,847621.482158214,"Unpaid"
"Talking to Children","state26","7020",203735.539158495,7703998.10842337,"Unpaid"
"Talking to Children","state12","24000",306476.625268982,9912093.74106221,"Unpaid"
"Talking to Children","state53","25000",221790.25168115,12816450.8939057,"Unpaid"
"Talking to Children","state36","26000",361863.323649054,11403990.1998314,"Unpaid"
"Talking to Children","state09","25000",58652.1847796866,1675327.98682204,"Unpaid"
"Talking to Children","state25","26000",247130.275088695,12204629.5706527,"Unpaid"
"Talking to Children","state48","25000",539389.651329906,19343081.8529651,"Unpaid"
"Talking to Children","state55","5000",120025.161280943,4481841.07283474,"Unpaid"
"Talking to Children","state42","30000",213979.51779902,8859083.36454916,"Unpaid"
"Talking to Children","state18","13800",181795.660244613,5899778.01338903,"Unpaid"
"Talking to Children","state33","18000",35502.0023783184,1366493.9592018,"Unpaid"
"Talking to Children","state20","10000",90319.7008821375,3687463.51322399,"Unpaid"
"Talking to Children","state29","NULL",168099.661010505,4592174.93869223,"Unpaid"
"Talking to Children","state34","18000",214426.777467295,7526531.96362048,"Unpaid"
"Talking to Children","state05","12000",60069.38013716,2364921.57392723,"Unpaid"
"Talking to Children","state19","14000",65332.4617012877,3051794.34248559,"Unpaid"
"Talking to Children","state37","26000",132477.728095508,6018318.0939424,"Unpaid"
"Talking to Children","state49","19200",89469.0270947945,3247911.68613257,"Unpaid"
"Talking to Children","state51","32000",293067.749565027,18545100.6448783,"Unpaid"
"Talking to Children","state16","22000",12464.9780720981,370217.76005574,"Unpaid"
"Talking to Children","state41","12000",81606.79768528,3222434.98571863,"Unpaid"
"Talking to Children","state54","23000",19742.0555156131,1000550.26993347,"Unpaid"
"Talking to Children","state08","16000",90866.9805516838,5107386.02663398,"Unpaid"
"Talking to Children","state01","23700",63557.0069888882,2543750.52662587,"Unpaid"
"Talking to Children","state15","15000",22477.1820004515,1422920.00496877,"Unpaid"
"Talking to Children","state22","11000",82658.8670237655,2577546.49930849,"Unpaid"
"Talking to Children","state11","NULL",17621.57448152,215865.048045975,"Unpaid"
"Talking to Children","state45","27000",63172.9598574334,4914652.46542048,"Unpaid"
"Talking to Children","state27","14000",171350.805539176,8941678.25203466,"Unpaid"
"Talking to Children","state17","20000",335274.508517226,10279358.9203007,"Unpaid"
"Talking to Children","state40","NULL",93846.8937029364,3530609.16863298,"Unpaid"
"Talking to Children","state24","25000",188466.807697333,8183787.64052245,"Unpaid"
"Talking to Children","state46","15000",40812.1085801688,800484.200414463,"Unpaid"
"Talking to Children","state44","78000",19941.8733819036,997794.322190992,"Unpaid"
"Talking to Children","state23","17000",20953.3881069956,1430566.08548204,"Unpaid"
"Talking to Children","state04","6000",89010.1282187967,3103624.252543,"Unpaid"
"Talking to Children","state47","25000",129122.764068933,7252861.89548272,"Unpaid"
"Talking to Children","state35","23145",35634.7846899452,2149549.48499141,"Unpaid"
"Talking to Children","state10","10800",37539.5902783008,4425537.32803631,"Unpaid"
"Talking to Children","state50","12000",20522.9540641315,814717.060382785,"Unpaid"
"Talking to Children","state30","20000",15975.9609339233,472954.329647948,"Unpaid"
"Talking to Children","state02","50002",14230.7369519907,801201.008319754,"Unpaid"
"Talking to Children","state31","28000",85996.9378336247,10716548.1767059,"Unpaid"
"Talking to Children","state56","38000",13512.5221384411,522652.291297463,"Unpaid"
"Talking to Children","state38","35000",2030.14509602027,60904.3528806082,"Unpaid"
"Talking to Children","state32","15000",36303.9513868378,970383.287609805,"Unpaid"
"Using clothing repair and cleaning services","state24","32000",25712.3774702581,277402.610186389,"Unpaid"
"Using clothing repair and cleaning services","state48","26000",29681.7262021118,165496.43531931,"Unpaid"
"Using clothing repair and cleaning services","state17","31200",40475.9331741162,339816.919864174,"Unpaid"
"Using clothing repair and cleaning services","state47","36568",16280.3114244351,276462.867788342,"Unpaid"
"Using clothing repair and cleaning services","state12","35000",28765.5270669244,232453.281666318,"Unpaid"
"Using clothing repair and cleaning services","state42","30000",22986.0574630362,564647.351858065,"Unpaid"
"Using clothing repair and cleaning services","state04","30000",18132.498834211,251087.143690707,"Unpaid"
"Using clothing repair and cleaning services","state53","32000",10613.1467437688,23187.0178809211,"Unpaid"
"Using clothing repair and cleaning services","state26","35000",20711.4454299962,414228.908599923,"Unpaid"
"Using clothing repair and cleaning services","state39","50000",1438.24394239507,14382.4394239507,"Unpaid"
"Using clothing repair and cleaning services","state30","27000",5998.92093466137,29994.6046733069,"Unpaid"
"Using clothing repair and cleaning services","state09","28000",5120.60591148877,102412.118229775,"Unpaid"
"Using clothing repair and cleaning services","state06","32000",66301.5437458345,426052.415234729,"Unpaid"
"Using clothing repair and cleaning services","state35","34000",15033.4853211879,57421.1570313616,"Unpaid"
"Using clothing repair and cleaning services","state36","38780",39510.2100821512,307330.604840261,"Unpaid"
"Using clothing repair and cleaning services","state51","37000",31675.1864735589,1077304.80403215,"Unpaid"
"Using clothing repair and cleaning services","state34","30000",25171.0574029348,161560.018559564,"Unpaid"
"Using clothing repair and cleaning services","state22","27900",10634.77456292,37349.83505548,"Unpaid"
"Using clothing repair and cleaning services","state18","30000",11665.2018277896,637936.829907904,"Unpaid"
"Using clothing repair and cleaning services","state05","30000",2645.85776245151,13229.2888122575,"Unpaid"
"Using clothing repair and cleaning services","state37","24000",33412.2871917014,179555.641162561,"Unpaid"
"Using clothing repair and cleaning services","state13","30000",23395.6010603534,801683.464943731,"Unpaid"
"Using clothing repair and cleaning services","state20","33000",1986.22971428164,5958.68914284493,"Unpaid"
"Using clothing repair and cleaning services","state25","50000",18782.4079547129,301617.871144521,"Unpaid"
"Using clothing repair and cleaning services","state56","33000",3800.46249557644,19002.3124778822,"Unpaid"
"Using clothing repair and cleaning services","state29","33500",3371.07984672822,10113.2395401847,"Unpaid"
"Using clothing repair and cleaning services","state44","35000",6559.76010299945,32798.8005149973,"Unpaid"
"Using clothing repair and cleaning services","state32","38000",5357.69565680219,444688.739514582,"Unpaid"
"Using clothing repair and cleaning services","state27","30000",5697.52277879233,28487.6138939616,"Unpaid"
"Using clothing repair and cleaning services","state41","30000",2177.80557918685,10889.0278959342,"Unpaid"
"Using health and care services outside the home","state48","18000",777934.327658915,71455710.1413196,"Unpaid"
"Using health and care services outside the home","state01","40000",105785.048951186,11975382.4778368,"Unpaid"
"Using health and care services outside the home","state13","23000",333194.255053579,32946090.4856508,"Unpaid"
"Using health and care services outside the home","state24","30000",192803.706335751,13343777.9368586,"Unpaid"
"Using health and care services outside the home","state06","29000",1013287.58498587,88115187.4417784,"Unpaid"
"Using health and care services outside the home","state49","29000",112793.506292654,8284359.39111895,"Unpaid"
"Using health and care services outside the home","state32","29000",91324.0548289353,7675034.7169127,"Unpaid"
"Using health and care services outside the home","state26","30000",307042.459122849,24747290.0640755,"Unpaid"
"Using health and care services outside the home","state55","40000",169541.98295197,11398065.9696645,"Unpaid"
"Using health and care services outside the home","state54","45000",102107.169786591,5755938.6427158,"Unpaid"
"Using health and care services outside the home","state39","35000",369584.356445788,41987832.0530784,"Unpaid"
"Using health and care services outside the home","state19","25000",110864.746734091,8073871.06339652,"Unpaid"
"Using health and care services outside the home","state17","25000",424684.266016812,34019086.0686267,"Unpaid"
"Using health and care services outside the home","state12","30000",720511.178875497,65623238.7774617,"Unpaid"
"Using health and care services outside the home","state34","40000",264749.210808724,19970795.7610959,"Unpaid"
"Using health and care services outside the home","state18","26000",182978.807127313,11340151.962006,"Unpaid"
"Using health and care services outside the home","state44","24180",26577.2951632751,994751.562868553,"Unpaid"
"Using health and care services outside the home","state53","35000",256557.070070993,25893223.8538796,"Unpaid"
"Using health and care services outside the home","state36","27000",587121.686053342,46272460.5797732,"Unpaid"
"Using health and care services outside the home","state45","49000",160370.623480307,14022547.660409,"Unpaid"
"Using health and care services outside the home","state37","22000",376196.722395087,25642838.8883395,"Unpaid"
"Using health and care services outside the home","state40","38928",123961.791992252,13334474.6688614,"Unpaid"
"Using health and care services outside the home","state20","35000",121021.056720729,8614420.13768353,"Unpaid"
"Using health and care services outside the home","state41","25000",187988.235461623,13359336.3570405,"Unpaid"
"Using health and care services outside the home","state04","26000",213917.090117033,15022848.2044703,"Unpaid"
"Using health and care services outside the home","state29","30000",227115.115126791,17883545.1652792,"Unpaid"
"Using health and care services outside the home","state05","29000",76946.1532570499,7072433.28351165,"Unpaid"
"Using health and care services outside the home","state30","24000",24320.3014296674,1712871.32085313,"Unpaid"
"Using health and care services outside the home","state08","8000",153432.541123316,12106932.8639453,"Unpaid"
"Using health and care services outside the home","state21","27000",135742.94833877,16000974.9895553,"Unpaid"
"Using health and care services outside the home","state22","29000",72012.0093994658,5479085.3389387,"Unpaid"
"Using health and care services outside the home","state47","15000",237239.818393696,22448267.4240544,"Unpaid"
"Using health and care services outside the home","state42","25000",319990.379145633,46694033.0543027,"Unpaid"
"Using health and care services outside the home","state16","25000",40671.6214308203,3002527.22521946,"Unpaid"
"Using health and care services outside the home","state27","33500",147528.837417408,11701163.3807489,"Unpaid"
"Using health and care services outside the home","state11","12000",25059.7410752296,1353503.13184422,"Unpaid"
"Using health and care services outside the home","state31","33000",80693.1002285047,9551802.35854277,"Unpaid"
"Using health and care services outside the home","state25","37000",257199.489103167,22706978.0073372,"Unpaid"
"Using health and care services outside the home","state28","32002",93772.3063975282,6869652.34470844,"Unpaid"
"Using health and care services outside the home","state51","22000",235685.603678881,19797326.956719,"Unpaid"
"Using health and care services outside the home","state09","42000",107934.852175903,5666926.67475487,"Unpaid"
"Using health and care services outside the home","state15","40000",18655.1491564225,709461.399284819,"Unpaid"
"Using health and care services outside the home","state38","27500",4826.43122210411,2171894.04994685,"Unpaid"
"Using health and care services outside the home","state10","37000",55178.4430293858,11238165.3054728,"Unpaid"
"Using health and care services outside the home","state56","27000",9842.96439500931,1402335.30856419,"Unpaid"
"Using health and care services outside the home","state46","40000",18893.0940478614,1687379.18103412,"Unpaid"
"Using health and care services outside the home","state50","17000",40857.9917182329,5108483.12401643,"Unpaid"
"Using health and care services outside the home","state33","40000",21536.8479740153,965212.347693099,"Unpaid"
"Using health and care services outside the home","state35","22000",96205.522424537,7623392.52800193,"Unpaid"
"Using health and care services outside the home","state23","6804",38468.3365332762,1997571.35219001,"Unpaid"
"Using health and care services outside the home","state02","40000",13885.016988669,674214.270916471,"Unpaid"
"Using home maint/repair/décor/construction svcs","state18","NULL",9147.53622977973,1066339.77192099,"Unpaid"
"Using home maint/repair/décor/construction svcs","state41","NULL",22230.5982828997,2875524.67699007,"Unpaid"
"Using home maint/repair/décor/construction svcs","state25","NULL",38510.8940125786,1805571.43470405,"Unpaid"
"Using home maint/repair/décor/construction svcs","state42","NULL",51970.3314123441,10913579.1775769,"Unpaid"
"Using home maint/repair/décor/construction svcs","state06","NULL",104979.525135735,7209703.2494118,"Unpaid"
"Using home maint/repair/décor/construction svcs","state17","NULL",37323.9346779518,2955844.74550397,"Unpaid"
"Using home maint/repair/décor/construction svcs","state12","NULL",76679.363056977,3898597.6884491,"Unpaid"
"Using home maint/repair/décor/construction svcs","state09","NULL",19817.551323229,3267385.89056198,"Unpaid"
"Using home maint/repair/décor/construction svcs","state26","NULL",56071.1791213934,8024729.99744437,"Unpaid"
"Using home maint/repair/décor/construction svcs","state10","NULL",2285.05451812055,102827.453315425,"Unpaid"
"Using home maint/repair/décor/construction svcs","state39","NULL",48557.2228171189,4196045.88831397,"Unpaid"
"Using home maint/repair/décor/construction svcs","state35","NULL",21498.1781791501,718140.77046109,"Unpaid"
"Using home maint/repair/décor/construction svcs","state08","NULL",6878.5341640274,206356.024920822,"Unpaid"
"Using home maint/repair/décor/construction svcs","state37","NULL",34162.9201763063,2034477.36067143,"Unpaid"
"Using home maint/repair/décor/construction svcs","state13","NULL",42605.6353723649,3188993.95539061,"Unpaid"
"Using home maint/repair/décor/construction svcs","state45","NULL",17634.9589578833,673712.079124364,"Unpaid"
"Using home maint/repair/décor/construction svcs","state36","NULL",62746.6664806225,3636650.66774178,"Unpaid"
"Using home maint/repair/décor/construction svcs","state47","NULL",35177.4022505781,2667184.54762898,"Unpaid"
"Using home maint/repair/décor/construction svcs","state51","NULL",32558.7068345699,2730244.00148647,"Unpaid"
"Using home maint/repair/décor/construction svcs","state34","NULL",37304.0848114915,2328329.20882643,"Unpaid"
"Using home maint/repair/décor/construction svcs","state55","NULL",24633.6937482471,3546031.13112414,"Unpaid"
"Using home maint/repair/décor/construction svcs","state53","NULL",38213.6966061699,2096143.04106085,"Unpaid"
"Using home maint/repair/décor/construction svcs","state48","NULL",91285.6681036482,5848022.55573985,"Unpaid"
"Using home maint/repair/décor/construction svcs","state16","NULL",13955.4654862186,1248733.19717015,"Unpaid"
"Using home maint/repair/décor/construction svcs","state29","NULL",8989.99779506137,290008.043316307,"Unpaid"
"Using home maint/repair/décor/construction svcs","state28","NULL",19343.5999560455,2153064.70095304,"Unpaid"
"Using home maint/repair/décor/construction svcs","state31","NULL",22248.197087754,778529.00938071,"Unpaid"
"Using home maint/repair/décor/construction svcs","state40","NULL",37164.4387812597,2447994.28640831,"Unpaid"
"Using home maint/repair/décor/construction svcs","state04","NULL",18855.5202323085,1462146.35567759,"Unpaid"
"Using home maint/repair/décor/construction svcs","state24","NULL",6900.15365223507,1516296.62094586,"Unpaid"
"Using home maint/repair/décor/construction svcs","state27","NULL",14414.6385385721,634005.684087797,"Unpaid"
"Using home maint/repair/décor/construction svcs","state30","NULL",3514.57008994575,52718.5513491863,"Unpaid"
"Using home maint/repair/décor/construction svcs","state23","NULL",5513.40802838301,122810.831014252,"Unpaid"
"Using home maint/repair/décor/construction svcs","state15","NULL",1556.30776323178,46689.2328969534,"Unpaid"
"Using home maint/repair/décor/construction svcs","state22","NULL",5961.71417687069,114743.711238724,"Unpaid"
"Using home maint/repair/décor/construction svcs","state01","NULL",12002.9881204027,778053.777486592,"Unpaid"
"Using home maint/repair/décor/construction svcs","state32","NULL",2694.56832680493,970044.597649775,"Unpaid"
"Using home maint/repair/décor/construction svcs","state21","NULL",3502.31751695945,105069.525508784,"Unpaid"
"Using home maint/repair/décor/construction svcs","state05","NULL",8347.90471692548,212631.440404751,"Unpaid"
"Using home maint/repair/décor/construction svcs","state38","NULL",3892.92555107726,233575.533064636,"Unpaid"
"Using home maint/repair/décor/construction svcs","state20","NULL",16527.8258752471,445429.703053584,"Unpaid"
"Using home maint/repair/décor/construction svcs","state50","NULL",3964.63162609315,178408.423174192,"Unpaid"
"Using home maint/repair/décor/construction svcs","state19","NULL",3514.17891359397,421701.469631277,"Unpaid"
"Using home maint/repair/décor/construction svcs","state56","NULL",7666.91846147562,1899788.29278296,"Unpaid"
"Using home maint/repair/décor/construction svcs","state11","NULL",1900.87778094247,95043.8890471233,"Unpaid"
"Using Home Services","state48","18000",5934.39183727836,979174.653150929,"Unpaid"
"Using Home Services","state37","22000",6627.95931443343,1093613.28688152,"Unpaid"
"Using Home Services","state42","25000",2989.7752582663,29897.752582663,"Unpaid"
"Using Home Services","state09","42000",3757.27846258849,56359.1769388274,"Unpaid"
"Using Home Services","state19","25000",3449.63652798356,206978.191679014,"Unpaid"
"Using Home Services","state05","29000",1882.2336199737,225868.034396844,"Unpaid"
"Using Home Services","state40","38928",4374.70471284986,131241.141385496,"Unpaid"
"Using Home Services","state21","27000",2754.01443464986,247861.299118488,"Unpaid"
"Using Home Services","state12","30000",11731.1009687671,703866.058126027,"Unpaid"
"Using Home Services","state47","15000",3696.59101857863,129380.685650252,"Unpaid"
